;origin;destination;departure;drone
3262;(9.685056016415063, 52.317049992144455);(9.796578631841369, 52.38143387985003);01:02:55.98;M600
3263;(9.727757595588363, 52.35813589446771);(9.70453460576972, 52.37487312126154);01:02:57.14;M600
3264;(9.65526612533647, 52.37988126152126);(9.76925686679371, 52.42089018939775);01:02:58.30;Amzn
3265;(9.760030619505349, 52.39219229067495);(9.73894447131442, 52.336321585046676);01:02:59.45;M600
3266;(9.64360755076769, 52.33435216369961);(9.73769207251309, 52.34217087892458);01:03:00.61;W178
3267;(9.656418760386412, 52.3093959097738);(9.8139716198628, 52.34528297747505);01:03:01.77;Amzn
3268;(9.66207476828531, 52.33109265533169);(9.835180088356164, 52.34270156845221);01:03:02.92;M600
3269;(9.697277012334457, 52.332783339610934);(9.815065622212543, 52.3947854193112);01:03:04.08;M600
3270;(9.813174581291063, 52.301318344002);(9.830085514765074, 52.39088411332264);01:03:05.24;M600
3271;(9.663935336555962, 52.43213659986967);(9.759538136976483, 52.397095213063665);01:03:06.40;Amzn
3272;(9.736927010331868, 52.32443902484165);(9.764509888305913, 52.35102755113058);01:03:07.55;Amzn
3273;(9.798917970529152, 52.32469788570399);(9.806237728552674, 52.37563908203382);01:03:08.71;Amzn
3274;(9.751988762630978, 52.333941787381576);(9.673367156671334, 52.309194681740074);01:03:09.87;M600
3275;(9.79699234394437, 52.4315640524288);(9.722244868828035, 52.40208155761457);01:03:11.02;M600
3276;(9.71161517037192, 52.43655577575343);(9.795049794679471, 52.34861790633888);01:03:12.18;W178
3277;(9.750342388851793, 52.34081078077086);(9.663991416864905, 52.411615793990656);01:03:13.34;M600
3278;(9.66048890410943, 52.35901196390977);(9.803920420502772, 52.33550805546668);01:03:14.50;Amzn
3279;(9.755210493592028, 52.33255310793974);(9.815093098862812, 52.39417673143551);01:03:15.65;M600
3280;(9.811104106740812, 52.407597863180904);(9.694204331598295, 52.42240383372472);01:03:16.81;M600
3281;(9.839068293432863, 52.353954274105924);(9.742431336747222, 52.31419950146117);01:03:17.97;M600
3282;(9.699250002172265, 52.32458605391508);(9.73968891538246, 52.315623978237845);01:03:19.13;M600
3283;(9.76956151824685, 52.40190515073706);(9.755630688402329, 52.43767161905984);01:03:20.28;Amzn
3284;(9.821990462408229, 52.34808101656534);(9.704056451754571, 52.33221407664332);01:03:21.44;Amzn
3285;(9.665079206084881, 52.34881314611296);(9.73657455468072, 52.42182600221611);01:03:22.60;Amzn
3286;(9.815983110957092, 52.34731541493745);(9.717958658986344, 52.36202983945245);01:03:23.75;W178
3287;(9.70514145451548, 52.42812924648366);(9.74729696610661, 52.29918097486505);01:03:24.91;W178
3288;(9.825738538556546, 52.34628848437725);(9.688578270806817, 52.35352103564024);01:03:26.07;Amzn
3289;(9.825142904335356, 52.32835537634);(9.687616359335907, 52.34714995087353);01:03:27.23;Amzn
3290;(9.714474725130037, 52.31732107045066);(9.649157918388937, 52.32596744035534);01:03:28.38;Amzn
3291;(9.744745092110925, 52.3600952420179);(9.755558251463713, 52.33868837509807);01:03:29.54;W178
3292;(9.696139151962079, 52.430574700281);(9.767943061884093, 52.3975826123544);01:03:30.70;M600
3293;(9.81420450764093, 52.38095473731816);(9.680600924279396, 52.438042604094115);01:03:31.85;M600
3294;(9.722782810227969, 52.3952271649314);(9.705377557461466, 52.36690522749987);01:03:33.01;M600
3295;(9.70995155392824, 52.359711379847774);(9.78440016336628, 52.36162750866252);01:03:34.17;Amzn
3296;(9.842604379301255, 52.36430438625383);(9.80837342364009, 52.416835500554264);01:03:35.33;M600
3297;(9.64414166605907, 52.342987412807666);(9.680590655181435, 52.42497101401657);01:03:36.48;W178
3298;(9.743840430703731, 52.368769239124994);(9.750886342916344, 52.39583499605764);01:03:37.64;W178
3299;(9.711148249412501, 52.32423563124207);(9.828002445511366, 52.393418189563896);01:03:38.80;Amzn
3300;(9.655666543469625, 52.353171560496406);(9.747149555765484, 52.405271084116556);01:03:39.96;Amzn
3301;(9.829625552964467, 52.37833220467644);(9.767667535155459, 52.39957015085998);01:03:41.11;M600
3302;(9.690034659659966, 52.35784260516153);(9.75594591754128, 52.4183252438347);01:03:42.27;Amzn
3303;(9.718628408335078, 52.37197608410293);(9.682030430765964, 52.32571216860897);01:03:43.43;M600
3304;(9.652357980615626, 52.32488277536205);(9.66619927308291, 52.35693797426478);01:03:44.58;M600
3305;(9.787509429837222, 52.3893058919734);(9.672109118864947, 52.32317920486617);01:03:45.74;M600
3306;(9.771668349709053, 52.37757578362084);(9.751412142097006, 52.3294727134038);01:03:46.90;M600
3307;(9.688571624296308, 52.37330623775632);(9.714502584482624, 52.4218614989111);01:03:48.06;Amzn
3308;(9.681557206704591, 52.37281027033885);(9.76750627232865, 52.31312392403122);01:03:49.21;M600
3309;(9.80182451573825, 52.35689650909667);(9.827196804492365, 52.318428189076954);01:03:50.37;W178
3310;(9.806878007321856, 52.36733835705792);(9.75478297592571, 52.38721306754629);01:03:51.53;M600
3311;(9.661652724579994, 52.32851392098247);(9.698747406745218, 52.37109610138329);01:03:52.68;Amzn
3312;(9.71365701591107, 52.40188484440056);(9.815118401302419, 52.33539581621103);01:03:53.84;Amzn
3313;(9.705274416569935, 52.363361861589084);(9.785881148936442, 52.31927016441148);01:03:55.00;M600
3314;(9.832420323592101, 52.38924335480474);(9.688397035422785, 52.337559249684716);01:03:56.16;Amzn
3315;(9.785981839792367, 52.32955726292323);(9.718107100922342, 52.39729868662197);01:03:57.31;M600
3316;(9.717641530005602, 52.4145071617381);(9.689029657485152, 52.33115008667943);01:03:58.47;M600
3317;(9.753002392204463, 52.374621224836595);(9.843618437066135, 52.38290664514008);01:03:59.63;M600
3318;(9.733763619268831, 52.30695577062178);(9.786783575207476, 52.40919901289949);01:04:00.79;M600
3319;(9.728417671209897, 52.36369970699943);(9.685474921700612, 52.40428994821024);01:04:01.94;W178
3320;(9.722939459416105, 52.385786171750105);(9.676782090937284, 52.43607994167678);01:04:03.10;Amzn
3321;(9.77069376018017, 52.36935665429478);(9.765686801002056, 52.39749768915521);01:04:04.26;Amzn
3322;(9.819278741606986, 52.348106527279974);(9.786443841814894, 52.352318528722186);01:04:05.41;M600
3323;(9.666147151501916, 52.41351623423676);(9.744666538998517, 52.352185956466066);01:04:06.57;Amzn
3324;(9.771478298946098, 52.317495907352466);(9.832000968648256, 52.387689112648445);01:04:07.73;Amzn
3325;(9.84425699098442, 52.38501753180126);(9.730284776158415, 52.35948033091774);01:04:08.89;M600
3326;(9.660559344347456, 52.416141738885806);(9.653736794637013, 52.39335130086904);01:04:10.04;M600
3327;(9.772892371647247, 52.41170937397866);(9.79167785905266, 52.420763415332935);01:04:11.20;Amzn
3328;(9.669065321228155, 52.396462097398064);(9.751523120209397, 52.36898875029812);01:04:12.36;Amzn
3329;(9.746505779885505, 52.33004903141557);(9.719916988693342, 52.393377821895605);01:04:13.51;Amzn
3330;(9.661394797687471, 52.30307218477817);(9.731086985485344, 52.38967787676546);01:04:14.67;M600
3331;(9.79170147089072, 52.33084234487369);(9.74688730637316, 52.324979899698754);01:04:15.83;M600
3332;(9.716100035734986, 52.428478665279094);(9.763604505322574, 52.335736389590004);01:04:16.99;M600
3333;(9.776453989216202, 52.309017479427546);(9.721674089746116, 52.32462737357218);01:04:18.14;Amzn
3334;(9.747712544948081, 52.31076340156998);(9.700026206375751, 52.35034095004858);01:04:19.30;Amzn
3335;(9.703513936822555, 52.346660221954174);(9.734404280273385, 52.41835257377811);01:04:20.46;M600
3336;(9.73966424541893, 52.32331806027058);(9.66200439330529, 52.328762282173116);01:04:21.61;M600
3337;(9.650424040808009, 52.32126293347171);(9.712205195378537, 52.37548977439043);01:04:22.77;M600
3338;(9.73822150997506, 52.40293598982075);(9.82267422772647, 52.31391618121836);01:04:23.93;M600
3339;(9.797791230403465, 52.40112052443031);(9.686123655060419, 52.388506195653925);01:04:25.09;M600
3340;(9.830871591177841, 52.331301859983064);(9.713908640446874, 52.41578803626449);01:04:26.24;W178
3341;(9.719276272648367, 52.39744609186392);(9.808249879468985, 52.315972313603794);01:04:27.40;M600
3342;(9.660658156929493, 52.39304356608189);(9.779748275463684, 52.417157179712675);01:04:28.56;M600
3343;(9.772935082463228, 52.303532012847334);(9.79595008689784, 52.36143265881984);01:04:29.72;M600
3344;(9.65212885192184, 52.39960252836843);(9.706357207583782, 52.35476748342251);01:04:30.87;W178
3345;(9.72907856280271, 52.42202494660895);(9.648222408276188, 52.37454679249242);01:04:32.03;Amzn
3346;(9.689446119979408, 52.410951288580506);(9.781538216747025, 52.396523671034146);01:04:33.19;M600
3347;(9.69772781438281, 52.36936299835104);(9.68291031765211, 52.330116315391365);01:04:34.34;Amzn
3348;(9.64544969107489, 52.32316393944166);(9.719564673972851, 52.37295476587715);01:04:35.50;M600
3349;(9.743518780021084, 52.42996245531665);(9.80543886768256, 52.30824668233006);01:04:36.66;Amzn
3350;(9.81403333004357, 52.31056666418405);(9.829639735786573, 52.3603451705497);01:04:37.82;W178
3351;(9.771329297132512, 52.34342153287856);(9.744059807631055, 52.36766916216318);01:04:38.97;M600
3352;(9.8403449075756, 52.4322993070377);(9.814321946661305, 52.31419437145952);01:04:40.13;M600
3353;(9.65227909432082, 52.41048359338161);(9.759043721983835, 52.42119452573966);01:04:41.29;M600
3354;(9.781721844362668, 52.34002356243834);(9.782303297784507, 52.41008326685497);01:04:42.44;W178
3355;(9.700285908220192, 52.35221456226211);(9.770466021794716, 52.375634015948535);01:04:43.60;M600
3356;(9.71321101809647, 52.429036954828085);(9.714573172283576, 52.319805358789715);01:04:44.76;M600
3357;(9.700974529711038, 52.38919419686785);(9.755588544393582, 52.425982483929914);01:04:45.92;M600
3358;(9.644859265197352, 52.347319535122004);(9.685575720786092, 52.4313879386234);01:04:47.07;Amzn
3359;(9.818571252768805, 52.357171088020394);(9.64787022722542, 52.309659314088144);01:04:48.23;M600
3360;(9.723562857882955, 52.32679964851378);(9.78315180246455, 52.3948161419609);01:04:49.39;W178
3361;(9.691669558906835, 52.382452099834204);(9.705008576187327, 52.37479620630921);01:04:50.55;M600
3362;(9.809887943460966, 52.34813521699668);(9.65590192394498, 52.30562199694235);01:04:51.70;M600
3363;(9.696917738866361, 52.38971000112819);(9.81232473291815, 52.37690877069576);01:04:52.86;W178
3364;(9.788153187762969, 52.35157968777842);(9.836579356022906, 52.33515953759348);01:04:54.02;Amzn
3365;(9.77233835657849, 52.396019426978135);(9.834285908848743, 52.316378121850626);01:04:55.17;Amzn
3366;(9.757399768944364, 52.41946640612183);(9.793650035117787, 52.30848122953618);01:04:56.33;Amzn
3367;(9.699285282031761, 52.30279541047998);(9.730464320560026, 52.304618106737905);01:04:57.49;Amzn
3368;(9.828588627130078, 52.300198390951614);(9.80912182715447, 52.330341682753094);01:04:58.65;Amzn
3369;(9.778527625345072, 52.34883129034702);(9.66939741198731, 52.421361487565214);01:04:59.80;Amzn
3370;(9.697323934166073, 52.42774279838429);(9.712566243227785, 52.35873293986675);01:05:00.96;Amzn
3371;(9.767595339460437, 52.36235241142242);(9.8033658393699, 52.35267730792369);01:05:02.12;M600
3372;(9.660601393849525, 52.42016865720661);(9.674183084504241, 52.3603287811606);01:05:03.27;W178
3373;(9.760993643666053, 52.42864030841825);(9.672565001897746, 52.32568959420186);01:05:04.43;M600
3374;(9.664741776322922, 52.33135987257352);(9.743619334069816, 52.39442298922516);01:05:05.59;M600
3375;(9.814599471023216, 52.395854564103715);(9.77293109743619, 52.32647360534989);01:05:06.75;W178
3376;(9.704924246863275, 52.42842479423063);(9.725524298222652, 52.3988080186702);01:05:07.90;M600
3377;(9.693150814576958, 52.4288880514025);(9.741043513629846, 52.351785607022535);01:05:09.06;W178
3378;(9.685902627218036, 52.3253133173784);(9.6687187745556, 52.42138794985927);01:05:10.22;Amzn
3379;(9.822158240877677, 52.36603781271066);(9.842826034150825, 52.37557907756123);01:05:11.38;Amzn
3380;(9.795221204532682, 52.38064035990296);(9.8274150316422, 52.42909769350984);01:05:12.53;W178
3381;(9.773151596080591, 52.35608540822447);(9.740922038719013, 52.356161478329014);01:05:13.69;Amzn
3382;(9.844061987181085, 52.4028089789828);(9.750010483768197, 52.42229495211759);01:05:14.85;M600
3383;(9.825965988720139, 52.438055988048205);(9.715612037285986, 52.41872880225921);01:05:16.00;M600
3384;(9.73932699745534, 52.32168050045941);(9.722846778559454, 52.348498382984246);01:05:17.16;Amzn
3385;(9.737041925077131, 52.353729861176845);(9.83196398945605, 52.31742749357886);01:05:18.32;Amzn
3386;(9.719325305957563, 52.38549871265316);(9.82686971926482, 52.319232770445375);01:05:19.48;M600
3387;(9.715388222955049, 52.374932660553725);(9.644343759956115, 52.39200691138339);01:05:20.63;M600
3388;(9.663305798556904, 52.39347344464178);(9.78700949857559, 52.36783840158547);01:05:21.79;Amzn
3389;(9.744541517343286, 52.40069423707322);(9.81408050690824, 52.39455505395819);01:05:22.95;Amzn
3390;(9.66146646283462, 52.32879085346635);(9.705813222308683, 52.29820089158558);01:05:24.10;M600
3391;(9.655710550705399, 52.41914739304594);(9.726976221819301, 52.39219759780007);01:05:25.26;Amzn
3392;(9.779541536056358, 52.42223975176094);(9.706678281490266, 52.33096655342232);01:05:26.42;M600
3393;(9.666106131644538, 52.36028593122802);(9.7122759393369, 52.414366020330554);01:05:27.58;Amzn
3394;(9.70531227580596, 52.42272661210393);(9.760263838813872, 52.32624700537991);01:05:28.73;Amzn
3395;(9.809008786184256, 52.29960148050331);(9.793523657505514, 52.37611384941446);01:05:29.89;M600
3396;(9.821287583210907, 52.29968962523988);(9.805055617498244, 52.3690778222829);01:05:31.05;W178
3397;(9.729741537162163, 52.33834640941658);(9.723076275220915, 52.35674121063139);01:05:32.20;M600
3398;(9.785060285694977, 52.33602531878093);(9.81604223015824, 52.438065372251494);01:05:33.36;M600
3399;(9.680059132214001, 52.39540454037186);(9.666833482681971, 52.36860558637014);01:05:34.52;M600
3400;(9.753231943113908, 52.43652039270787);(9.828213359678193, 52.390844644661954);01:05:35.68;Amzn
3401;(9.665347563479145, 52.3329479659576);(9.80708604588456, 52.332882037465936);01:05:36.83;W178
3402;(9.815901738062117, 52.32210375163958);(9.8144014235566, 52.342732023915616);01:05:37.99;Amzn
3403;(9.64549531725189, 52.38437665856559);(9.761579525359473, 52.43643083052425);01:05:39.15;M600
3404;(9.788740060177027, 52.35555849362423);(9.718396385211369, 52.37139966332878);01:05:40.31;Amzn
3405;(9.711147319266676, 52.426230938112774);(9.75075981073855, 52.32163102185098);01:05:41.46;W178
3406;(9.747287434117235, 52.359399134449646);(9.656370656258627, 52.41074853069995);01:05:42.62;Amzn
3407;(9.652386976906046, 52.39825217282968);(9.695948124440749, 52.371826086243225);01:05:43.78;Amzn
3408;(9.666896857546861, 52.40302742761675);(9.827968618850829, 52.430792216243);01:05:44.93;Amzn
3409;(9.743472686930797, 52.35391419686484);(9.678434789147184, 52.31458812694216);01:05:46.09;M600
3410;(9.655122181208903, 52.361057977576934);(9.767047448082193, 52.36179534573285);01:05:47.25;Amzn
3411;(9.75042227354913, 52.324770705416896);(9.684233965895396, 52.39442674509984);01:05:48.41;Amzn
3412;(9.692635733047183, 52.30083937891337);(9.6655780500816, 52.36995381040491);01:05:49.56;M600
3413;(9.718894375652171, 52.30445269577328);(9.828015451985022, 52.343176979155096);01:05:50.72;M600
3414;(9.739236715435768, 52.366694125048156);(9.797198788539246, 52.301385810513864);01:05:51.88;W178
3415;(9.80367996170138, 52.37083723104968);(9.824890140993661, 52.37782588152215);01:05:53.03;W178
3416;(9.830928246640443, 52.40493284260175);(9.714595095035312, 52.42405356318969);01:05:54.19;M600
3417;(9.835224370603541, 52.378944811044114);(9.666391102545846, 52.37372394705355);01:05:55.35;M600
3418;(9.801460855890285, 52.39699828206093);(9.735019318818308, 52.368905530742076);01:05:56.51;Amzn
3419;(9.833821425163656, 52.41401422279685);(9.704370534957539, 52.423856279333314);01:05:57.66;M600
3420;(9.664732569487422, 52.3182961137165);(9.744546762751396, 52.40560328703808);01:05:58.82;Amzn
3421;(9.758243816585855, 52.38749322379056);(9.711065061864554, 52.42735076434179);01:05:59.98;M600
3422;(9.679151999000336, 52.311666954298495);(9.811500303694555, 52.3634198190994);01:06:01.14;Amzn
3423;(9.785822952297991, 52.314546632979386);(9.671460079597473, 52.3817094295259);01:06:02.29;M600
3424;(9.805386005361283, 52.30160705466809);(9.829399722323792, 52.43659015452587);01:06:03.45;M600
3425;(9.762671728331139, 52.42854699094549);(9.814688659579865, 52.423010477371776);01:06:04.61;Amzn
3426;(9.784465821823074, 52.355827313248);(9.838921104429875, 52.4181335770441);01:06:05.76;W178
3427;(9.815216162683768, 52.31859725027126);(9.672316095720378, 52.31626575900498);01:06:06.92;W178
3428;(9.7407543894419, 52.40854838030152);(9.800776519880607, 52.36054479221338);01:06:08.08;Amzn
3429;(9.736979683786643, 52.37262086010959);(9.70365716083789, 52.33086967286897);01:06:09.24;M600
3430;(9.712707731520906, 52.37294801849053);(9.757641235185847, 52.34583012119355);01:06:10.39;Amzn
3431;(9.70842947475459, 52.4039213885747);(9.706593265416892, 52.37819638008062);01:06:11.55;W178
3432;(9.75837269267732, 52.438238229428606);(9.818193351666295, 52.323348433406174);01:06:12.71;Amzn
3433;(9.842950175267159, 52.36638186485397);(9.794969672923095, 52.433882172599105);01:06:13.86;M600
3434;(9.81943152487653, 52.38120799206994);(9.812240019675357, 52.32673318317636);01:06:15.02;M600
3435;(9.788290029465458, 52.30584019078709);(9.800924379367364, 52.301957680995486);01:06:16.18;M600
3436;(9.707960025077448, 52.34959047269749);(9.835317791353944, 52.42337345273601);01:06:17.34;W178
3437;(9.78683416045848, 52.34949124215702);(9.825139555988963, 52.336581873919215);01:06:18.49;M600
3438;(9.789699125310609, 52.42705366120794);(9.710382091195914, 52.38409489812232);01:06:19.65;M600
3439;(9.746870989529477, 52.34520810161941);(9.780140170706634, 52.43458187655741);01:06:20.81;M600
3440;(9.80316087628203, 52.43387424283704);(9.78300450676278, 52.30517221074555);01:06:21.97;M600
3441;(9.820485295544563, 52.36518515700295);(9.644441659524608, 52.34449596071317);01:06:23.12;Amzn
3442;(9.711960946697275, 52.38654632380294);(9.690714865876446, 52.43532791847797);01:06:24.28;W178
3443;(9.756644683159868, 52.33068636377871);(9.660636241677292, 52.385686467303366);01:06:25.44;M600
3444;(9.766757149454717, 52.35353048639515);(9.665856256938008, 52.34122687026671);01:06:26.59;M600
3445;(9.687978019398036, 52.344480235497734);(9.67798972337434, 52.35065005137998);01:06:27.75;Amzn
3446;(9.81327145092426, 52.39648480941975);(9.64645076110343, 52.33855690904489);01:06:28.91;Amzn
3447;(9.840048001876855, 52.318700703396274);(9.832574952223858, 52.37263952006977);01:06:30.07;Amzn
3448;(9.67601124846788, 52.336696535949805);(9.75192959401015, 52.308294097014404);01:06:31.22;M600
3449;(9.738939920151608, 52.31652569287958);(9.802887130056419, 52.35952257535281);01:06:32.38;Amzn
3450;(9.737781395683857, 52.29973395196196);(9.712946029191427, 52.34655878108864);01:06:33.54;Amzn
3451;(9.794405345536179, 52.423238526264896);(9.695648806378433, 52.30647087148734);01:06:34.69;Amzn
3452;(9.67856979498875, 52.311157350585646);(9.803324644094804, 52.352949396659454);01:06:35.85;Amzn
3453;(9.753289891659009, 52.43079571693326);(9.678482751805303, 52.35253013813547);01:06:37.01;Amzn
3454;(9.678661669070046, 52.42127661255342);(9.691721842623783, 52.35199592675947);01:06:38.17;M600
3455;(9.694902208827404, 52.37319703440616);(9.685844621358857, 52.392762709887);01:06:39.32;M600
3456;(9.669704328923203, 52.32076451033218);(9.644410384410454, 52.326963369105385);01:06:40.48;Amzn
3457;(9.740773927621728, 52.40616602683733);(9.690256951886655, 52.42915639088663);01:06:41.64;M600
3458;(9.765738017937645, 52.336885124281984);(9.76151541098668, 52.40412154792808);01:06:42.79;Amzn
3459;(9.7716658399759, 52.41802473826076);(9.812642778655862, 52.37912450029049);01:06:43.95;W178
3460;(9.690950579872576, 52.32890168257608);(9.694531292176526, 52.36066757951912);01:06:45.11;M600
3461;(9.669664096385349, 52.38984407683862);(9.837480407664673, 52.413458654126075);01:06:46.27;W178
3462;(9.77969189249289, 52.344195296936775);(9.833035366957821, 52.40612191931833);01:06:47.42;W178
3463;(9.643081386736146, 52.371105570221495);(9.756552256897658, 52.39464312366662);01:06:48.58;M600
3464;(9.75878798199053, 52.37471414152923);(9.70226288168641, 52.34517115927629);01:06:49.74;M600
3465;(9.674760769671442, 52.387084882557275);(9.781153696139183, 52.3752470284161);01:06:50.90;M600
3466;(9.64365783244343, 52.347972203434125);(9.661673937766373, 52.411501965141746);01:06:52.05;M600
3467;(9.826267502273078, 52.31308575707222);(9.812121745746786, 52.41646215405368);01:06:53.21;M600
3468;(9.687584108994907, 52.33944425832713);(9.750564285574852, 52.37390071299289);01:06:54.37;M600
3469;(9.7499929258443, 52.33001038792714);(9.708052244741829, 52.38715906658116);01:06:55.52;W178
3470;(9.825125275998312, 52.33022323907563);(9.809626857269523, 52.36982740778942);01:06:56.68;M600
3471;(9.828710996292468, 52.38120069751642);(9.720138502702165, 52.40916298566141);01:06:57.84;M600
3472;(9.823220334412486, 52.39899546642223);(9.801537172256324, 52.30737980381535);01:06:59.00;M600
3473;(9.728891304867334, 52.43701303559462);(9.656763139687632, 52.34912810672813);01:07:00.15;Amzn
3474;(9.790528179420921, 52.35263672033255);(9.839468549121149, 52.32624036842083);01:07:01.31;W178
3475;(9.69195157347742, 52.38446967818889);(9.686342899077932, 52.42198098990907);01:07:02.47;M600
3476;(9.664182121980687, 52.30106727957721);(9.741575995615158, 52.36516749521892);01:07:03.62;W178
3477;(9.750063504565325, 52.32714551427278);(9.82769313379743, 52.406495783365315);01:07:04.78;W178
3478;(9.792989398345382, 52.39937323793057);(9.817318859077783, 52.36524406673215);01:07:05.94;Amzn
3479;(9.76889425203216, 52.33386120735078);(9.822885194565474, 52.418113784376615);01:07:07.10;M600
3480;(9.671986487009884, 52.32150221132119);(9.739987344328163, 52.306561393968124);01:07:08.25;Amzn
3481;(9.773244582510296, 52.39706983632584);(9.759528924376514, 52.35247744624133);01:07:09.41;Amzn
3482;(9.736659343539618, 52.39894034665422);(9.82235989082096, 52.436157441142285);01:07:10.57;W178
3483;(9.826674308060337, 52.298701433160595);(9.829379577163184, 52.35700586152015);01:07:11.73;M600
3484;(9.658120464136626, 52.32935885745541);(9.805270393771092, 52.33488445160391);01:07:12.88;Amzn
3485;(9.653326690372687, 52.35669002329695);(9.828338169934174, 52.326375818996866);01:07:14.04;W178
3486;(9.749189526244978, 52.37722084606803);(9.760460173778862, 52.41077957494226);01:07:15.20;Amzn
3487;(9.749352660950557, 52.320773734540886);(9.817707960853053, 52.342769702635316);01:07:16.35;Amzn
3488;(9.662659143714805, 52.425765717249796);(9.682859465047772, 52.35727298501247);01:07:17.51;Amzn
3489;(9.84154634550961, 52.36260344095102);(9.814132850526793, 52.39126974360837);01:07:18.67;M600
3490;(9.734831799379862, 52.34162073252308);(9.832943727833106, 52.4295727225962);01:07:19.83;M600
3491;(9.780109200162137, 52.371524462378986);(9.683723612401357, 52.31752456556426);01:07:20.98;M600
3492;(9.651643310482477, 52.376363234864954);(9.748461817903452, 52.3328358072321);01:07:22.14;Amzn
3493;(9.828297842791606, 52.309625526806514);(9.825514197735206, 52.40834242590512);01:07:23.30;Amzn
3494;(9.646366381953921, 52.40327841040496);(9.802548211013173, 52.31352083269088);01:07:24.45;W178
3495;(9.64482370558296, 52.338130854808405);(9.792608357210414, 52.30490179937712);01:07:25.61;Amzn
3496;(9.736875633705088, 52.36161977605185);(9.678953769216253, 52.33588332136743);01:07:26.77;W178
3497;(9.737420105200954, 52.434596815151785);(9.748245329318452, 52.437061005419025);01:07:27.93;W178
3498;(9.787460343061591, 52.303458747314885);(9.643563733053526, 52.3832927082693);01:07:29.08;Amzn
3499;(9.645642212924958, 52.401283396363056);(9.678181621606345, 52.416345073623866);01:07:30.24;Amzn
3500;(9.674634567491777, 52.43731784359739);(9.650575185151958, 52.41399349166542);01:07:31.40;Amzn
3501;(9.675307379927604, 52.36652957105132);(9.794581550711053, 52.361491353889825);01:07:32.56;W178
3502;(9.693691224452365, 52.30729165724402);(9.830015179813016, 52.312669589372874);01:07:33.71;M600
3503;(9.759560448144539, 52.324500407826285);(9.836276071350579, 52.37887542569169);01:07:34.87;M600
3504;(9.713906879895434, 52.378921920253724);(9.778593894441151, 52.34016929928615);01:07:36.03;M600
3505;(9.809977847386344, 52.35527443915599);(9.704558036236572, 52.30918776844395);01:07:37.18;M600
3506;(9.775043264653945, 52.41894447928511);(9.742489127921882, 52.36690546652794);01:07:38.34;M600
3507;(9.754608342521339, 52.34887285112226);(9.838554078922897, 52.38074998518947);01:07:39.50;M600
3508;(9.705784394823795, 52.3708246044361);(9.793040245356126, 52.32737557133247);01:07:40.66;M600
3509;(9.726412627556808, 52.40144406624778);(9.725298464709844, 52.29957084282833);01:07:41.81;W178
3510;(9.651207841636431, 52.38749283541831);(9.759059470093806, 52.35158567074102);01:07:42.97;Amzn
3511;(9.734514668560982, 52.407854146876424);(9.833891760621857, 52.37299977744241);01:07:44.13;W178
3512;(9.719786566496579, 52.3393880295938);(9.768234850806385, 52.34830286469633);01:07:45.28;W178
3513;(9.77975671449146, 52.43203973659576);(9.742023347520934, 52.42717712842517);01:07:46.44;Amzn
3514;(9.774311721052932, 52.33649662221933);(9.780229480403952, 52.349471024304684);01:07:47.60;M600
3515;(9.830813407496187, 52.32292778935376);(9.790402003267344, 52.34936716337311);01:07:48.76;M600
3516;(9.834884862440285, 52.36602849724673);(9.684406156260462, 52.367919941687006);01:07:49.91;W178
3517;(9.75336026173739, 52.40985256478493);(9.790157455404012, 52.34549902308896);01:07:51.07;W178
3518;(9.812558015298285, 52.37841733624538);(9.728151451127683, 52.37263020530755);01:07:52.23;W178
3519;(9.705329816265934, 52.31563966657345);(9.743311345681477, 52.40176090405134);01:07:53.38;Amzn
3520;(9.74735838238432, 52.397385439127405);(9.808834222079541, 52.299158902776846);01:07:54.54;M600
3521;(9.7617144172753, 52.34751250092323);(9.739544560603836, 52.331123878727276);01:07:55.70;Amzn
3522;(9.746294094381405, 52.320671346459484);(9.72206124523625, 52.37617292002652);01:07:56.86;Amzn
3523;(9.75997690821762, 52.36822491400855);(9.825313856411427, 52.400914483478886);01:07:58.01;M600
3524;(9.734574650354366, 52.337524371521994);(9.654933637155677, 52.352046557403476);01:07:59.17;Amzn
3525;(9.813698348699468, 52.326354185617774);(9.811591281283373, 52.38130750990106);01:08:00.33;M600
3526;(9.830821821555766, 52.32660211566346);(9.826786818950383, 52.38525982371588);01:08:01.49;Amzn
3527;(9.72329999432304, 52.43050040275765);(9.73504279796883, 52.37086136432);01:08:02.64;M600
3528;(9.825207176397912, 52.38249066583478);(9.817878545355974, 52.43117534758759);01:08:03.80;M600
3529;(9.829885460099565, 52.42179667292622);(9.735934871576278, 52.39117892071289);01:08:04.96;W178
3530;(9.68365867813745, 52.429030204523244);(9.656469438751405, 52.40088392313429);01:08:06.11;M600
3531;(9.752410405296777, 52.34158156979647);(9.780840251186017, 52.39825592885338);01:08:07.27;Amzn
3532;(9.799976734295484, 52.353775315747946);(9.836913519502456, 52.34836499835108);01:08:08.43;M600
3533;(9.652706719119895, 52.421962384180944);(9.714567362317007, 52.34081535571421);01:08:09.59;M600
3534;(9.644148598309695, 52.3928799827408);(9.671979915649676, 52.391716396747356);01:08:10.74;M600
3535;(9.798176322012544, 52.42899438909797);(9.816092667100342, 52.38442822267524);01:08:11.90;W178
3536;(9.84198786185274, 52.42501827734133);(9.803179727580305, 52.30672893432094);01:08:13.06;W178
