;origin;destination;departure;drone
563;(9.732269594476568, 52.42722523139625);(9.75701543332006, 52.3361042451832);01:48:46.68;W178
564;(9.660639208159385, 52.36374773358111);(9.690228267913456, 52.38868767961608);01:48:58.25;W178
565;(9.663988461020876, 52.32519513174646);(9.684431755523313, 52.43007963449162);01:49:09.82;M600
566;(9.69364823091692, 52.35409450744536);(9.673954455241141, 52.36530992952796);01:49:21.39;Amzn
567;(9.697425582569476, 52.30889403541614);(9.78735904038697, 52.402849365026164);01:49:32.97;M600
568;(9.758274423690372, 52.31135835419492);(9.700877608984616, 52.402225136132955);01:49:44.54;W178
569;(9.744153398101986, 52.41827035470591);(9.713700833134176, 52.392112812925255);01:49:56.11;M600
570;(9.651722098539972, 52.35941121607562);(9.73516424377452, 52.42063999750894);01:50:07.68;M600
571;(9.736968617359711, 52.32439202737325);(9.750909421595757, 52.35093140736745);01:50:19.25;M600
572;(9.722713935320078, 52.42784349643922);(9.788636030662625, 52.30475979267608);01:50:30.83;Amzn
573;(9.812251789634084, 52.411024088736255);(9.669207515644713, 52.36986421164967);01:50:42.40;M600
574;(9.65585687535276, 52.37006627210823);(9.78759442749108, 52.35860569580007);01:50:53.97;M600
575;(9.71212361848669, 52.303359006405984);(9.782982606776772, 52.30217930821115);01:51:05.54;M600
576;(9.69366420287951, 52.32126229113345);(9.729156281733857, 52.32446940087529);01:51:17.11;M600
577;(9.70159654761377, 52.32607408110709);(9.716144650130595, 52.299873335542124);01:51:28.69;M600
578;(9.715683915116683, 52.37284688124845);(9.681090378226209, 52.36313485117235);01:51:40.26;M600
579;(9.780881383404802, 52.370401268284986);(9.810988657587659, 52.39117522674723);01:51:51.83;M600
580;(9.787174917733171, 52.42281660510133);(9.684544378270552, 52.42939424484027);01:52:03.40;M600
581;(9.750976500486445, 52.42518303018864);(9.668168901866178, 52.39432391635131);01:52:14.97;M600
582;(9.660873884182578, 52.42683302126766);(9.701556943121581, 52.39399114266406);01:52:26.55;Amzn
583;(9.69743898619182, 52.3845347433759);(9.759465472079679, 52.42647567425224);01:52:38.12;Amzn
584;(9.74438054096697, 52.436489653028595);(9.78987990865787, 52.343939895047136);01:52:49.69;W178
585;(9.75242617733378, 52.30585679123312);(9.661265371599532, 52.435324672367685);01:53:01.26;M600
586;(9.740207851985813, 52.34106326440052);(9.702357075925956, 52.3647916703512);01:53:12.84;W178
587;(9.72118635656142, 52.35586386575751);(9.840208075250318, 52.383998643677096);01:53:24.41;Amzn
588;(9.770263063137834, 52.37053225710625);(9.733891383242803, 52.35326545576344);01:53:35.98;M600
589;(9.664278023208643, 52.33632727468671);(9.67019498537339, 52.43640348925049);01:53:47.55;W178
590;(9.74493103909843, 52.43728657459529);(9.653937845932315, 52.319659691940004);01:53:59.12;M600
591;(9.715549920622989, 52.38907203992164);(9.766343299185836, 52.43431969405992);01:54:10.70;W178
592;(9.692930142655682, 52.3827394003414);(9.815019884884249, 52.39153526241829);01:54:22.27;M600
593;(9.814607495988112, 52.42274571991844);(9.760342212573569, 52.422349218812215);01:54:33.84;M600
594;(9.84150960642662, 52.31013027494791);(9.786340527613032, 52.360327674624195);01:54:45.41;Amzn
595;(9.702099930506606, 52.39214311909671);(9.757189885887707, 52.31029146776691);01:54:56.98;Amzn
596;(9.821056081242732, 52.40560261797949);(9.777180109676795, 52.36708036108412);01:55:08.56;Amzn
597;(9.732611333866268, 52.37530882901749);(9.76142037360065, 52.31177540201253);01:55:20.13;M600
598;(9.730568908939969, 52.31588968124334);(9.65246036901737, 52.31975195792196);01:55:31.70;Amzn
599;(9.75405427272411, 52.34986625180386);(9.839607403786532, 52.41361144227025);01:55:43.27;W178
600;(9.793897156474763, 52.37571127899502);(9.69181690242497, 52.38305390783246);01:55:54.85;Amzn
601;(9.818124663775343, 52.420085666529026);(9.772456402787212, 52.33364611334874);01:56:06.42;Amzn
602;(9.69692614797074, 52.37285477830872);(9.796739033581627, 52.339116329434525);01:56:17.99;Amzn
603;(9.665797056739812, 52.340567729451095);(9.735250232830321, 52.31511618367727);01:56:29.56;M600
604;(9.667694082809144, 52.35153158369166);(9.766007351361269, 52.35302443347503);01:56:41.13;M600
605;(9.808697982319964, 52.335880768776285);(9.732536961379193, 52.378838659513775);01:56:52.71;W178
606;(9.840976360483106, 52.358161511720276);(9.754163077321161, 52.40632935660393);01:57:04.28;M600
607;(9.79801892728773, 52.40153277397572);(9.684712707302849, 52.432986069660494);01:57:15.85;M600
608;(9.791049159588699, 52.3436259942362);(9.672819313114298, 52.35437969069631);01:57:27.42;M600
609;(9.793819718263322, 52.39819355268617);(9.784794192189967, 52.357794946946235);01:57:38.99;M600
610;(9.739123336141546, 52.32955207716429);(9.686588283430806, 52.30048946388436);01:57:50.57;W178
611;(9.80696481518601, 52.42643187325197);(9.728871614525895, 52.423675157847114);01:58:02.14;Amzn
612;(9.684822895170345, 52.40377625058857);(9.643142319728858, 52.369177865208584);01:58:13.71;M600
613;(9.679367473721463, 52.34988665908519);(9.71727583919782, 52.34003918707264);01:58:25.28;W178
614;(9.727073868841828, 52.34150475283507);(9.71376329671884, 52.33907859037119);01:58:36.86;W178
615;(9.838139863647568, 52.335864611352626);(9.7944012192779, 52.37535387741356);01:58:48.43;M600
616;(9.758661820668852, 52.41994203991439);(9.745898213614966, 52.42291381993966);01:59:00.00;Amzn
617;(9.689640941714915, 52.324692669989226);(9.810950393304248, 52.40088907401919);01:59:11.57;Amzn
618;(9.705364473788856, 52.35033478506611);(9.783659958965501, 52.39688738200934);01:59:23.14;M600
619;(9.772538807037753, 52.40011519417089);(9.816047154815742, 52.35377941849991);01:59:34.72;W178
620;(9.703746889025219, 52.38807842662884);(9.741409098539313, 52.30219891128856);01:59:46.29;Amzn
621;(9.769473351062443, 52.40186781937331);(9.806038210092435, 52.380732087586765);01:59:57.86;Amzn
